doc_id,chunk_id,chunk_index,n_words,n_topic_tokens,idioma_detectado,score_pt,score_es,score_en,quality_reasons_str,text_for_embedding
doc_6da518659b1ee271,doc_6da518659b1ee271_pp_ch_0064,64,295,138,es,0.27599,0.51613,0.04301,language_not_allowed,"Árboles frondosos o coposos por . Perfecto. Chicas, tengo una última pregunta y quería que me contaran un poco, digamos, cuando piensan en las publicidades Natura, ¿Sienten que acá estas publicidades concuerdan con las publicidades históricas? ¿Un poco hablamos del estilo de la marca, digo, o sienten que hay algún cambio, se modifica algo? Yo creo que coinciden con la línea de Natura de siempre, no hay nada. Nuevo. De siempre y eso está bueno porque la verdad que hace pensar en lo anterior y te dan ganas de seguir comprando porque la gente que ya estaba comprando antes va a seguir comprando. ¿Lo que podemos ver en algunas propagandas que es más sensorial, pero por qué es propaganda? En el catálogo por no se puede percibir tanto eso en la propaganda sí, más sensorial y más con ruido, te lleva al lugar, no te vende el producto, te dice de dónde te saca el producto. 90 / 91 Les pregunto esto porque si la marca hubiese querido usar un tono diferente en las comunicaciones o una estética, no digo diferente, pero como darle una vuelta de tuerca, ustedes acá no encuentran ninguna vuelta nueva, ninguna cosa diferente a lo que estamos acostumbrados, ¿OK? ¿No es que nos suma algo o que cambia en algún sentido, OK? Bueno chicas, nada, son las cuatro y media, era lo prometido, yo soy muy estricta con eso, no me quiero pasar ni. Por favor, yo te decía porque es la computadora. No hay problema, no hay problema Belén. Muchísimas gracias chicas, a todas, les quiero agradecer por el tiempo, por todo lo que compartieron, por todo lo que comentaron, así que nada, un placer haber conversado con. Que tengan lindo fin de semana. Hasta luego. Transcribed by [URL] 91 / 91"
doc_6e02133bb486de22,doc_6e02133bb486de22_pp_ch_0001,1,242,116,pt,0.46296,0.18056,0.00926,exact_duplicate,"Olá, tudo bem? Que bom ver você por aqui. Nós somos Akira, uma empresa dedicada a entender comportamentos, necessidades e desejos das pessoas. Assim, ajudamos diferentes marcas a melhorarem os produtos, serviços e experiências que oferecem aos seus consumidores. Por isso, você é a figura principal nesta pesquisa. Estamos animados pela nossa conversa e curiosos para saber o que você tem a nos contar sobre diferentes assuntos. Antes de começar, aproveite para pegar uma água e ir ao banheiro. Assim, você não precisa sair durante a conversa. Agora, para que você não tenha nenhuma preocupação durante o nosso bate-papo, escolha local confortável, com boa iluminação e sem barulhos externos que possam atrapalhar a sua atenção. Coloque seu aparelho em local estável e com boa conexão de internet. Também aproveite para verificar se sua câmera e seu áudio estão funcionando corretamente. Se tudo estiver ok, basta deixar seu microfone no silencioso enquanto outra pessoa estiver falando. Lembre-se de manter sua câmera sempre aberta durante toda a conversa. Caso sua conexão falhe, não se desespere. Conecte- se novamente. Estaremos esperando por você. Se não conseguir voltar, fique tranquilo que entraremos em contato para te ajudar. Agora, se a pessoa da nossa equipe que está conduzindo a conversa tiver a sua imagem interrompida, aguarde que logo retomaremos. Tudo que for discutido e mostrado aqui é sigiloso. Por isso, pedimos que não grave nem tire prints ou fotos da tela durante o bate-papo."
doc_732280b483c61985,doc_732280b483c61985_pp_ch_0001,1,242,116,pt,0.46047,0.17674,0.0093,exact_duplicate,"Olá, tudo bem? Que bom ver você por aqui. Nós somos Akira, uma empresa dedicada a entender comportamentos, necessidades e desejos das pessoas. Assim, ajudamos diferentes marcas a melhorarem os produtos, serviços e experiências que oferecem aos seus consumidores. Por isso, você é a figura principal nesta pesquisa. Estamos animados pela nossa conversa e curiosos para saber o que você tem a nos contar sobre diferentes assuntos. Antes de começar, aproveite para pegar uma água e ir ao banheiro. Assim, você não precisa sair durante a conversa. Agora, para que você não tenha nenhuma preocupação durante o nosso bate-papo, escolha local confortável, com boa iluminação e sem barulhos externos que possam atrapalhar a sua atenção. Coloque seu aparelho em local estável e com boa conexão de internet. Também aproveite para verificar se sua câmera e seu áudio estão funcionando corretamente. Se tudo estiver ok, basta deixar seu microfone no silencioso enquanto outra pessoa estiver falando. Lembre-se de manter sua câmera sempre aberta durante toda a conversa. Caso sua conexão fale, não se desespere. Conecte-se novamente. Estaremos esperando por você. Se não conseguir voltar, fique tranquilo que entraremos em contato para te ajudar. Agora, se a pessoa da nossa equipe que está conduzindo a conversa tiver a sua imagem interrompida, aguarde que logo retomaremos. Tudo que for discutido e mostrado aqui é sigiloso. Por isso, pedimos que não grave nem tire prints ou fotos da tela durante o bate-papo."
doc_76c629289d2e414c,doc_76c629289d2e414c_pp_ch_0001,1,242,116,pt,0.46047,0.17674,0.0093,exact_duplicate,"Olá, tudo bem? Que bom ver você por aqui. Nós somos Akira, uma empresa dedicada a entender comportamentos, necessidades e desejos das pessoas. Assim, ajudamos diferentes marcas a melhorarem os produtos, serviços e experiências que oferecem aos seus consumidores. Por isso, você é a figura principal nesta pesquisa. Estamos animados pela nossa conversa e curiosos para saber o que você tem a nos contar sobre diferentes assuntos. Antes de começar, aproveite para pegar uma água e ir ao banheiro. Assim, você não precisa sair durante a conversa. Agora, para que você não tenha nenhuma preocupação durante o nosso bate-papo, escolha local confortável, com boa iluminação e sem barulhos externos que possam atrapalhar a sua atenção. Coloque seu aparelho em local estável e com boa conexão de internet. Também aproveite para verificar se sua câmera e seu áudio estão funcionando corretamente. Se tudo estiver ok, basta deixar seu microfone no silencioso enquanto outra pessoa estiver falando. Lembre-se de manter sua câmera sempre aberta durante toda a conversa. Caso sua conexão fale, não se desespere, conecte-se novamente. Estaremos esperando por você! Se não conseguir voltar, fique tranquilo que entraremos em contato para te ajudar. Agora, se a pessoa da nossa equipe que está conduzindo a conversa tiver a sua imagem interrompida, aguarde que logo retomaremos. Tudo que for discutido e mostrado aqui é sigiloso. Por isso, pedimos que não grave nem tire prints ou fotos da tela durante o bate-papo."
doc_80a271097010f616,doc_80a271097010f616_pp_ch_0001,1,242,116,pt,0.46047,0.17674,0.0093,exact_duplicate,"Olá, tudo bem? Que bom ver você por aqui. Nós somos Akira, uma empresa dedicada a entender comportamentos, necessidades e desejos das pessoas. Assim, ajudamos diferentes marcas a melhorarem os produtos, serviços e experiências que oferecem aos seus consumidores. Por isso, você é a figura principal nesta pesquisa. Estamos animados pela nossa conversa e curiosos para saber o que você tem a nos contar sobre diferentes assuntos. Antes de começar, aproveite para pegar uma água e ir ao banheiro. Assim, você não precisa sair durante a conversa. Agora, para que você não tenha nenhuma preocupação durante o nosso bate-papo, escolha local confortável, com boa iluminação e sem barulhos externos que possam atrapalhar a sua atenção. Coloque seu aparelho em local estável e com boa conexão de internet. Também aproveite para verificar se sua câmera e seu áudio estão funcionando corretamente. Se tudo estiver ok, basta deixar seu microfone no silencioso enquanto outra pessoa estiver falando. Lembre-se de manter sua câmera sempre aberta durante toda a conversa. Caso sua conexão fale, não se desespere, conecte-se novamente. Estaremos esperando por você! Se não conseguir voltar, fique tranquilo que entraremos em contato para te ajudar. Agora, se a pessoa da nossa equipe que está conduzindo a conversa tiver a sua imagem interrompida, aguarde que logo retomaremos. Tudo que for discutido e mostrado aqui é sigiloso. Por isso, pedimos que não grave nem tire prints ou fotos da tela durante o bate-papo."
doc_813751e4679e395b,doc_813751e4679e395b_pp_ch_0001,1,242,116,pt,0.46047,0.17674,0.0093,exact_duplicate,"Olá, tudo bem? Que bom ver você por aqui! Nós somos Akira, uma empresa dedicada a entender comportamentos, necessidades e desejos das pessoas. Assim, ajudamos diferentes marcas a melhorarem os produtos, serviços e experiências que oferecem aos seus consumidores. Por isso, você é a figura principal nesta pesquisa. Estamos animados pela nossa conversa e curiosos para saber o que você tem a nos contar sobre diferentes assuntos. Antes de começar, aproveite para pegar uma água e ir ao banheiro. Assim, você não precisa sair durante a conversa. Agora, para que você não tenha nenhuma preocupação durante o nosso bate-papo, escolha local confortável, com boa iluminação e sem barulhos externos que possam atrapalhar a sua atenção. Coloque seu aparelho em local estável e com boa conexão de internet. Também aproveite para verificar se sua câmera e seu áudio estão funcionando corretamente. Se tudo estiver ok, basta deixar seu microfone no silencioso enquanto outra pessoa estiver falando. Lembre-se de manter sua câmera sempre aberta durante toda a conversa. Caso sua conexão fale, não se desespere, conecte-se novamente. Estaremos esperando por você! Se não conseguir voltar, fique tranquilo que entraremos em contato para te ajudar. Agora, se a pessoa da nossa equipe que está conduzindo a conversa tiver a sua imagem interrompida, aguarde que logo retomaremos. Tudo que for discutido e mostrado aqui é sigiloso. Por isso, pedimos que não grave nem tire prints ou fotos da tela durante o bate-papo."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0001,1,247,108,es,0.26141,0.54772,0.03734,language_not_allowed,"Todo súper bienvenidos, mil gracias por haber aceptado la invitación, por haber sacado el espacio y el tiempo para estar con nosotros. Yo siempre tengo que arrancar agradeciendo cuando están acá, porque si no estuvieran acá, esto no sería posible realizarlo. Entonces de verdad bienvenidos. Como les decía TT, mi nombre es Allison Muñoz, pero todo el mundo me dice Ali, entonces ustedes de igual manera me pueden decir Ali con toda confianza. Y esto es un espacio para ustedes chicos. ¿bueno, adicional que creo que ya se dieron cuenta de algo y es que no soy de México, se me nota mucho. No? Bueno, lo interesante es que la virtualidad nos sigue permitiendo tener este tipo de reuniones, visitar otros países, conversar con personas de otros lugares, entender todo el tema de hábitos de consumo, todo. Por eso es tan importante y agradezco tanto que puedan estar acá con nosotros, porque final esto es un espacio para ustedes, es un espacio de opinión, en donde la invitación que les hago es precisamente esa, que se sientan totalmente tranquilos de opinar. ¿Acá ustedes pueden decir absolutamente todo, lo que les gusta, lo que no, lo que les parece bonito, malo, feo, pueden ser imprudentes, meter la pata, en México también se dice meter la pata, OK? Y la invitación es que me digan todo tal cual lo piensan y lo sienten, es más, siempre los invito para que sean súper imprudentes, entre más imprudentes sean, mucho mejor."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0002,2,263,119,es,0.24498,0.53815,0.03213,language_not_allowed,"Y yo finalmente estoy acá para recibir toda la opinión de la mejor manera. Si las opiniones son positivas de lo que vamos a hablar y de lo que vamos a ver, pues súper bienvenidas, pero si las opiniones son negativas, también súper bienvenidas, no me deprimo ni me pongo triste cuando las opiniones son negativas, además porque no represento las marcas de las cuales conversamos, porque no trabajo al interior de las compañías que fabrican los productos, somos una firma externa, entonces eso permite que el manejo de la información sea supremamente imparcial y obviamente yo reciba toda la información tal cual viene, porque ustedes van a tener la razón en todo. Y cuando las reuniones son en grupo, pues son muy chéveres, porque finalmente siempre está el grupo al que le gusta algo y el grupo al que no le gustó opinó una cosa diferente. En los grupos pasa muchas veces que solo uno de ustedes pueda tener una opinión y el resto preciso pues una cosa totalmente distinta. Entonces, si eso llega a pasar, yo sí le pido el favor al que sienta que está pensando distinto a los demás, porfa, no se vaya a quedar calladito, porque igual puede estar representando la opinión de muchos hombres mexicanos como ustedes que están allá afuera. Entonces, siempre lo que les digo, siéntanse libres de opinar, recuerden que ustedes van a tener la razón en todo, porque es hablar de lo que les gusta, de lo que no, un poco de sus hábitos y quién más que ustedes para tener esa información."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0003,3,250,105,es,0.21552,0.52155,0.03879,language_not_allowed,"Y yo estoy acá, como les 1 / 56 decía, para recibir todo. Les pido autorización para grabar, siempre nos queda ese registro en audio y video, entonces les pido autorización para hacerlo. Y bueno, creo que yo ya hablé mucho, yo hablo siempre mucho al principio y poquito después. Ya después los que más hablan son ustedes. Pero antes de arrancar, obviamente también me encantaría conocerlos y contarles un poquito cómo es la dinámica. Finalmente esto no es una conversación que yo vaya a tener con cada uno de ustedes, sino es una conversación en grupo, en donde no es que siempre tengan que responder en el mismo orden y que yo esté dando la palabra, no, sencillamente está el tema, el que quiere aportar abre el micrófono, da su opinión, lo vuelve y lo cierra, está escuchando a los compañeros. Finalmente eso lo que vamos a tener es una conversación, ¿Vale? Entonces, nada, creo que nuevamente hablé ya mucho. Entonces, antes de arrancar, pues lo que les decía, me encantaría conocerlos un poco más, cuéntenme de ustedes, cuéntenme a qué se dedica, con quién viven, cuántos años tienen. El que quiere empezar es en desorden. A ver, ricardo. No, pero no te escuchamos. Me escucha así y ahora sí estás en mí. OK, este, Mi nombre es Ricardo Antonio, tengo 28 años, soy empleado, ahorita estoy aquí en el trabajo todavía vivo en el Estado de México con mis papás todavía y eso me dedico a ser empleado todavía."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0004,4,241,120,es,0.18519,0.40278,0.03704,language_not_allowed,"OK, muy bien Ricardo, mil gracias y bienvenido nuevamente. Gracias. OK, muy bien. Alejandro. 2 / 56 Hola, soy Alejandro, 35 años, vivo acá en. Pues por zona centro, en la Ciudad de México y soltero y bueno, trabajo en American Express. OK, muy bien. Héctor, si quieres abre tu cámara, porfa. Perdón, perdón, es que estoy teniendo unos contratiempos aquí con el Internet y la luz, entonces, este, un problemita ahorita rápido. OK, muy bien. Uy, pero si, ahora sí. No te escucho. Pero ya no, ahora ya me escucho. No, ahora sí, antes no. A ver, cuéntame. OK, Lo que más me dedico a hacer en México es con mis amigos. 3 / 56 Héctor, tu Internet no está funcionando bien, estás, o sea, te escucho súper entrecortado, si quieres mira si puedes resolver y voy a seguir con Enrique mientras. Hola Enrique. ¿Hola Ali, Gracias, y tú? Muy bien. Bueno, yo soy Enrique Vega, tengo 27 años y soy ingeniero en sistemas computacionales y actualmente trabajo como programador para un banco aquí en México, vivo en la zona norte de la ciudad de México. ¿Con quién vives? Con mi mamá. OK, bien, súper, gracias Enrique. ¿Y tú? Jaime. Hola, ¿Qué tal, Mucho gusto, yo soy Jaime fandiño, yo tengo 29 años, vivo en la Ciudad de México con mi novia y me dedico a las bienes raíces por el momento? 4 / 56 ¿Cuántos años tienes, perdona? 29. OK, muy bien."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0005,5,241,109,es,0.27928,0.4955,0.04505,language_not_allowed,"Chicos, miren lo que vamos a hacer. Regálenme un segundo. Listo chicos, miren lo que vamos a hacer. Les voy a compartir mi pantalla, no sé. Héctor. Hola Héctor. Ya se escucha. A ver. Sí, pero te conectaste desde el celular, ¿Verdad? Si, no, está fallando completamente mi Internet con la compu, no sé por qué. Sí, y es que desde el celular no puedes estar porque voy a mostrar un material y desde el celular no lo puedes ver. Sí, bueno, intentemos a ver cómo nos va y me dices a ver si. 5 / 56 Nunca habido problema en el Zoom con eso, pero OK, ahorita vemos cualquier cosa, de todas formas tengo la, por si las dudas. Listo. Bueno Héctor, pero entonces cuéntame de ti Héctor. OK, pues me dedico a la administración de la construcción, actualmente trabajo en unas obras, me la vivo saliendo con mis amigos en el trabajo, con mi pareja, ya vivo con ella y tengo 29 años. OK, muy bien, súper. Entonces era lo que les iba a decir, les voy a compartir mi pantalla porque les voy a mostrar, es una información de una línea de productos, obviamente es una línea de productos masculina, entonces les voy a compartir mi pantalla para que la tengan , igual me avisan cuando la estén viendo, que estar segura que sí me hagan. Sí desde aquí se ve sin ningún problema. Ya la vi. Listo, perfecto, súper."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0006,6,268,128,es,0.24597,0.4879,0.00403,language_not_allowed,"Entonces resulta que hay una línea masculina que se llama Natura Home, que es una marca de productos de cuidado personal y perfumería dirigida para ustedes, para los hombres y la marca pretende ampliar como la oferta de productos. Ustedes saben que las marcas están buscando constantemente crecer y digamos que Natura Home quiere ampliar la oferta de productos, ampliar sus beneficios, pensando siempre como en qué ofrecer en el futuro. Entonces lo que les voy a mostrar y lo que ustedes van a ver a partir de ahora es 6 / 56 precisamente esa propuesta del futuro de esta línea para ver cómo les parece. Entonces arrancamos con la propuesta. Esta es como la propuesta de imagen, este sería como los empaques y los tipos de producto que tendrían adicional también esta es una descripción de la línea en donde esto no es campaña publicitaria ni un texto que vayan a encontrar literal, sino sencillamente es una descripción que nos cuenta un poco acerca de Natura Homem, que ya la voy a leer con ustedes y dice Natura Home valoriza todas las formas de ser hombre por eso nos especializamos en perfumería y en el cuidado masculino para darle la posibilidad a cada hombre de que se expone, exprese y se cuide a su manera. Uniendo ciencia con naturaleza, desarrollamos un amplio portafolio de productos en perfumería tenemos fragancias sorprendentes con una amplia diversidad olfativa para las más diferentes ocasiones y masculinidades En lo que respecta al cuidado personal, es una línea completa para la piel, la barba y el cabello con alto performance y resultados científicamente comprobados."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0007,7,269,111,es,0.23695,0.53012,0.01606,language_not_allowed,"Digamos que la línea tiene productos para la barba, tiene productos para el cabello, tiene productos para el cuerpo y tiene productos de perfumería. ¿Qué pasa? Resulta que como es una línea, es una línea que pues su desempeño está soportado en una tecnología que es uniforme a todos los productos, es decir, estos productos están hechos a base de una tecnología que está presente en toda la línea. Entonces, ¿Qué vamos a hacer hoy? Yo lo que quiero es para que ustedes. ¿Por qué están ustedes hoy acá? Porque me van a ayudar a encontrar el mejor nombre para esa tecnología, para esa tecnología que va para esta línea de Natura Home en el futuro. Entonces lo que voy a hacer es que les voy a ir mostrando los nombres pensados para esa tecnología. ¿Ustedes todos tienen la hojita con el cuaderno o el papel y lápiz que habíamos pedido? ¿Lo trajeron? ¿Lo tienen a la? ¿OK, entonces pueden por favor traer hojita y esfero, un cuaderno para hacer una partecita escrita? Lo tengo luego. Dame un segundito para la pluma. Listo, listo. 7 / 56 ¿Se me ve y se me escucha? Sí, sí, sí. OK, ya, listo, entonces ya todos tienen su hojita con su esfero, su pluma, listo, esperemos a Jaime. Listo, perfecto, entonces lo que quiero eso, les voy a ir mostrando los nombres y ustedes en la hojita, como son varias alternativas de nombre, quiero que escriban el nombre y las respuestas para que después cuando hablemos todos no se les olvide y tengan como presente lo que sintieron cuando les mostré el nombre."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0008,8,243,119,es,0.2087,0.47826,0.00435,language_not_allowed,"Entonces cada vez que les muestre el nombre van a responder dos preguntas. ¿La primera pregunta es súper sencilla, porque quiero que me escriban, es todo lo que se les viene a la mente cuando ven ese nombre de esa tecnología, que les transmite, que les hace sentir, a qué les suena, cómo les parece, o sea, van escribiendo todo lo que empiezan a pensar cuando ven el nombre y en la segunda pregunta, cuando ven ese nombre, qué piensan precisamente de esa línea de productos Natura Home, Listo, entonces vamos a arrancar con la primera alternativa de nombre, la escriben y contestan las preguntas, esta Bioexpert, entoncescriben que les transmite, que les hace sentir, a qué les suena, todo lo que empiezan a pensar y luego con un nombre como estos, que piensan de la línea Natura Home con esta tecnología, o sea la línea Natura Home con tecnología Bioexperiment, listo? Van avisando cuando ya hayan como escrito todo, que les transmite, que les hace sentir y cómo les parece una línea con esta tecnología, ¿Listos? ¿Puedo pasar al siguiente nombre? ¿Perfecto, entonces vamos con la otra alternativa, Bioeficiente? ¿Que les transmite, que les hace sentir, cómo les parece, qué piensan de una línea Natura Joven con esta tecnología? Bioeficiente, Listo, Muy bien, cambiamos de nombre, super, perfecto, vamos con el otro, Dermo Balance, Listo, estamos con Dermo Balas, las dos preguntas, perfecto, Listo, estamos todos, Listo. Biotech, Listos, Muy bien, perfecto."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0009,9,260,108,es,0.23554,0.51653,0.02066,language_not_allowed,"Bioinnovación, acuérdense que son nombres pensados para la tecnología de la línea, todo muy. Similar, todos con bio. 8 / 56 ¿Ahora, eso cada uno hay en su hojita y ahorita vamos a conversar sobre eso precisamente? Listo, Listo, Muy bien, vamos con el otro, Dermotec, ¿A que les suena, que les dice, que les transmite, cómo lo entienden y cómo les parece una línea bajo ese nombre? Listo, Listo, súper. Entonces me voy a devolver para ahora sí entre todos me empiecen a contar. ¿Arrancamos con Bioexpert que fue el primero que vimos qué les transmitió el nombre, cómo les pareció? ¿En qué pensaron? Desórdenes, los escucho. Bueno, en mi caso expertos en cuidados personal, seguridad y calidad. Sí. OK, a qué te suena ese nombre, O sea que son expertos en el cuidado personal. ¿Como nombre, cómo les parece? ¿Cómo lo describirían? Es un nombre, ya existe. ¿Es un nombre que ya existe en qué cosas? 9 / 56 En champús, así como tal, busca bioexpert en shampoo en Google y te aparecen champús que sabe que venden en Walmart a lo mejor tiene. Ya existe ese nombre. Ajá. OK. ¿Y como nombre, cómo te parece? Buen nombre, de todos es el que más me gustó, pero sí ya existe. OK, bien. ¿El resto qué les dice ese nombre? ¿Qué les transmite el nombre? ¿Cómo les parece? Dime. Me gusta cómo suena, es el nombre que más me gustó y lo relacioné como con laboratorio, con un laboratorio médico, también reaccioné con químicos, con biología y expertos en algún tema."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0010,10,243,102,es,0.32444,0.50667,0.01333,language_not_allowed,"¿OK, qué tipo de productos caben ? ¿Qué tipo de productos le quedan bien de la línea? ¿Pensando en que es una tecnología para hombres? Enrique, yo creo que podrían ser productos para la piel, siento que justo como mencionó Jaime, yo también lo relaciono con biología y siento que eso también se presta a que está digamos como biológicamente probado o que es digamos amigable, pero está creado por expertos. 10 / 56 ¿Cuando dices amigable, en qué lo viste? ¿Amigable en qué del nombre? Creo que en el bio, eso se presta justo por lo de biológico. ¿Si ven una línea o cómo se imaginan precisamente la tecnología de esa línea Natura Home Bioexpert, o sea qué imagen se llevan de esa línea, de esos productos, Se imagina que va a ser. Una línea que tiene muchas cosas naturales, Qué más? Que ha pasado por muchos procesos y pruebas para demostrar eficacia, no sé, algo muy científico. Algo científico, exacto. OK, ¿Qué tan tecnológica la sien desde el nombre? 11 / 56 Yo sí la veo. Y yo también, pero creo que de los demás nombres no sería la más tecnológica. OK, bien, súper. Algo más de Bioexper. Listo. ¿A quién le habla este nombre? ¿A quién va dirigido? ¿Le gusta cuidarse? ¿Cuidarse algo? El que busca cuidarse de cierta forma sí. A la gente que tiene cuidado personal con eficacia, Pero cosas más naturales. OK. 12 / 56 No sé, como plantas o cosas."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0011,11,255,106,es,0.32773,0.55042,0.05462,language_not_allowed,"Sí, que no tenga tanto tiempo. OK, bien. Vámonos al otro nombre. Vámonos con bioeficiente. ¿Cómo les parece ese como nombre para esa tecnología? Suena raro. Por qué A mí nunca me gustó. De todos los que dijeron ese nombre es el que como que no me llenó, que no me hizo sentir. Fue como nombre X. Yo también creo lo mismo. Sí siento que la combinación que tenga la palabra eficiente así tan en español, es una combinación rara. Se ve raro, como malo escriben puede ser con palabritas sueltas, raro. ¿Que más? No me llena. 13 / 56 No llena. ¿Qué más? Yo puse natural, eficaz, bueno con la naturaleza. OK. Pero si dime el nombre. Me dice que cumple lo que prometes, que si lo compras te va a servir al 100%, que es eficaz. OK, Si cumple lo que promete, pero. Como nombre para esa tecnología, yo los escucho y frente a otros. Suena raro. Como para hacer un anuncio en la tele o en tu revistita donde lo quieras poner, suena horrible. 14 / 56 Como que no, como para repelente de mosquitos. Yo pensé suena como para una marca que está repeliendo Bioeficiente y ayuda a tus plantitas mientras mato a todos tus mosquitos. Ándale. Se imagina que es como una línea. Que no para productos. ¿Para qué? Para producto de cuidado de los hombres. Para una línea para cuidado de la piel del hombre. 15 / 56 Pero no sé, con BioExpert ustedes decían es una línea y usaban unas palabras."
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0012,12,241,92,es,0.38073,0.57798,0.05505,language_not_allowed,"No, es una línea. Me da seguridad, comprobado. En mi caso me da inseguridad. Eso, inseguridad. Como que uno no le cree tanto. Si no se está vendiendo, o sea, si soy eficiente, cómprame. Como muy ambigua el nombre porque no te deja claro que es para o qué tipo de producto va a ser. OK. Como sin la tecnología o como sin lo científico. 16 / 56 Sí, que es muy natural, pero no tiene tecnología. Exacto. No se siente tan tecnológica. OK, bien, súper. Vámonos a ver otro dermobalance. ¿Cómo les parece este nombre para esa tecnología? Una crema corporal para bajar de. ¿Qué te hizo pensar en eso? Porque antes, hace como 20.000 años me acuerdo que mi mamá compraba una que se llamaba Thermobalance, nada más era la D por la T y era una pomada que se calentaba el estómago y según te hacía adelgazar y la jala de ver como en los 2000 lo asimilé luego. ¿Dermo balance, termo balance es lo mismo? Sí. ¿OK, o sea es como un nombre. Que para un hombre de pomada fit, no para cuidado de la cara o algo así? ¿Mira, esta pomada te va a ayudar a que algas, Esta pomada te ayuda a complementar tu cardio, tu energía, tu algo, pero es como para el cuerpo y para algo fit, sabes? No para como cuidados de ay, me quiero poner esto en la cara. 17 / 56"
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0013,13,247,100,es,0.32035,0.55411,0.01732,language_not_allowed,"¿Qué más pensaron cuando la vieron? ¿Que se les pasó por la mente? ¿Enrique es amigable con la piel, eso Sí, siento que en ese sentido es. Amigable con la piel, se nos va más como a qué tipo de productos? ¿Como crema, como farmacéuticos? Productos farmacéuticos. ¿Qué quieres decir con farmacéuticos Jaime? Como productos de laboratorio o farmacias y fármacos. Pero para algún. ¿Con algún beneficio en específico o general? Para cualquier producto para la piel, para cuidar la piel, 18 / 56 Como cuidados para crema solar también. ¿Qué tipo de productos llegan ? Protector solar. ¿Qué más? Crema para los granos. OK, ¿Lo ven en un shampoo por ejemplo, o no tanto? ¿OK, muy bien, o sea, esta tecnología le habla quién? A los que tienen como piel sensible pero para el sol y para que quieran adelgazar y. Para curar su piel. Para el cutis, pero del cuerpo, corporalmente hablando, todo el cuerpo, no solo. 19 / 56 ¿Qué tanto va esta tecnología con la línea de hombre? ¿No, siento que podría haber mejores opciones que qué Jaime? Perdón, como de tratamiento también puse, o sea, parece como si fuera un tratamiento de algo para la piel, pero como el dermo es como ya de un tratamiento, no solo ponerte una crema una vez porque te gusta o porque te viene bien, como un tratamiento especial con un doctor o algo así. OK, bien, súper. Vámonos con otra, con el otro nombre. ¿Este, cómo les pareció?"
doc_8d389e4147701c27,doc_8d389e4147701c27_pp_ch_0014,14,240,93,es,0.3125,0.55804,0.01786,language_not_allowed,"Este, ¿Cómo lo describen como nombre para la tecnología? Es un nombre que. Es un nombre que de yogurt, o. Sea como el Bio Plus se me hace como de que te vas a tomar tu Yoplay Bio Plus para toda. La fibra que te tractos de cuidado masculino no tanto, yo sí lo veo. Como comida para mis yogur, para todo lo que sea como lácteos que para la fibra que tu yogur, tu queso, todo eso es Bioclub para ti comida. 20 / 56 OK, ¿Qué dice el resto? ¿Cómo les parece este como nombre para esa tecnología? Nombre de yogurt también lo dijo. Yo también creo de lactobacilos y eso, ¿No? También podría ser la bebida que te venden en el semáforo que te da energía y esas cosas. Un Vivec con Bioplos. OK. Si es una tecnología para una línea de productos masculinos. ¿Qué tipo de productos sienten queda bien con esa tecnología? Hay yogur masculino. 21 / 56 ¿Al nombre o al nombre? Bueno, de todos los que. Champú tal vez. ¿Y algún tipo de loción? A una loción, Una crema. OK. ¿Qué quiere decir el bio y qué quiere decir ese más? ¿Cómo entienden ese nombre? ¿A qué les suena? ¿Ya sé que suena yogur, pero como a qué les suena? ¿Qué significa positivo? Que es como positivo, pero que aparte tiene muchas ventajas, ¿No? 22 / 56 Justo. Yo lo veo como que tenga muchas ventajas."
